laptop_ID;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram(GB);Memory;Gpu;OpSys;Weight;Price_euros
674;Dell;Latitude 3580;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.06kg;95500
675;HP;15-bs012nv (i7-7500U/8GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon 530;Windows 10;2.1kg;74500
676;Toshiba;Tecra Z50-D-10E;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.0kg;125800
677;Acer;Aspire 3;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Linux;2.1kg;41200
678;Microsoft;Surface Laptop;Ultrabook;135;Touchscreen 2256x1504;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1.252kg;186785
679;Lenovo;V310-15ISK (i5-7200U/8GB/1TB;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;1.90kg;81795
680;Lenovo;Yoga 720-13IKB;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.3kg;103400
681;Lenovo;IdeaPad 320-15AST;Notebook;156;1366x768;AMD E-Series E2-9000 2.2GHz;4;128GB SSD;AMD Radeon R2 Graphics;Windows 10;2.2kg;34900
682;HP;Pavilion X360;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Nvidia GeForce 940MX;Windows 10;1.63kg;69900
683;MSI;GP62 7RDX;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;129400
684;Asus;Zenbook 3;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.1kg;113500
685;HP;Chromebook X360;2 in 1 Convertible;116;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;8;64GB Flash Storage;Intel HD Graphics 500;Chrome OS;1.4kg;49500
686;LG;Gram 15Z975;Ultrabook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.09kg;229900
687;Acer;Aspire VX5-591G;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5kg;129900
688;MSI;GV62M 7RD;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;99790
689;Asus;L502NA-GO052T (N3350/4GB/128GB/W10);Notebook;156;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;128GB SSD;Intel HD Graphics 500;Windows 10;1.86kg;41900
690;Dell;Alienware 15;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.21kg;205100
691;HP;17-bs000nv I3;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;256GB SSD;AMD Radeon R5 520;Windows 10;2.5kg;69900
692;Lenovo;Yoga 730;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1.19kg;149900
693;Dell;Alienware 15;Gaming;156;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.49kg;281375
694;HP;250 G6;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;AMD Radeon 520;Windows 10;1.86kg;61261
695;Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M430;Windows 10;2.2kg;54567
696;HP;17-Y002nv (A10-9600P/6GB/2TB/Radeon;Notebook;173;IPS Panel Full HD 1920x1080;AMD A10-Series 9600P 2.4GHz;6;2TB HDD;AMD Radeon R7 M440;Windows 10;2.65kg;56900
697;Lenovo;V110-15ISK (3855U/4GB/500GB/W10);Notebook;156;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4;500GB HDD;Intel HD Graphics 510;Windows 10;2.1kg;31800
698;Acer;Chromebook 14;Notebook;14;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 510;Chrome OS;1.45kg;37500
699;Lenovo;IdeaPad 520s-14IKB;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.7kg;69900
700;HP;ZBook 17;Workstation;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;500GB HDD;Nvidia Quadro M1200;Windows 10;3.14kg;190799
701;Lenovo;ThinkPad X1;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.42kg;259000
702;Toshiba;Satellite Pro;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.5kg;97300
703;Acer;TravelMate B117-M;Netbook;116;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4;32GB Flash Storage;Intel HD Graphics;Windows 10;1.4kg;26900
704;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.38kg;174900
705;Asus;Chromebook Flip;2 in 1 Convertible;125;Full HD / Touchscreen 1920x1080;Intel Core M M3-6Y30 0.9GHz;4;64GB Flash Storage;Intel HD Graphics 515;Chrome OS;1.2kg;66900
706;Toshiba;Portege Z30T-C-133;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1.36kg;187700
707;HP;15-bs011nv (i7-7500U/4GB/500GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;500GB HDD;AMD Radeon 530;Windows 10;2.1kg;68900
708;Dell;Inspiron 5577;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.56kg;81900
709;Lenovo;IdeaPad 320-15AST;Notebook;156;Full HD 1920x1080;AMD A9-Series 9420 2.9GHz;4;256GB SSD;AMD Radeon 530;Windows 10;2.2kg;39900
710;Lenovo;IdeaPad 320-15ABR;Notebook;156;1366x768;AMD A12-Series 9720P 3.6GHz;8;1TB HDD;AMD Radeon R7;Windows 10;2.2kg;42900
711;Lenovo;V310-15IKB (i5-7200U/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD +  1TB HDD;Intel HD Graphics 620;Windows 10;2.1kg;62145
712;Lenovo;V310-15ISK (i3-6006U/4GB/500GB/No;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;1.90kg;45000
713;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.18kg;79500
714;Acer;Spin 5;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.6kg;99900
715;Lenovo;ThinkPad P51s;Workstation;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Nvidia Quadro M520M;Windows 7;2.18kg;185500
716;Lenovo;Thinkpad T460p;Notebook;14;Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;119100
717;HP;17-ak002nv (A10-9620P/6GB/2TB/Radeon;Notebook;173;IPS Panel Full HD 1920x1080;AMD A10-Series 9620P 2.5GHz;6;2TB HDD;AMD Radeon 530;Windows 10;2.71kg;65501
718;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5kg;124900
719;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Linux;1.64kg;108900
720;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Linux;1.98kg;72600
721;Asus;VivoBook E403NA;Notebook;14;Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5kg;29800
722;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.93kg;142666
723;Lenovo;Thinkpad E470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 920MX;Windows 10;1.87kg;85707
724;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;117900
725;Lenovo;110-15ACL (A6-7310/4GB/500GB/W10);Notebook;156;1366x768;AMD A6-Series 7310 2GHz;4;500GB HDD;AMD Radeon R4;Windows 10;2.19kg;29800
726;Mediacom;Smartbook 142;Notebook;14;IPS Panel Full HD 1920x1200;Intel Atom Z8350 1.92GHz;4;32GB HDD;Intel HD Graphics 400;Windows 10;1.4kg;26500
727;HP;ProBook 470;Notebook;173;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.63kg;120000
728;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1.17kg;168664
729;HP;Pavilion X360;2 in 1 Convertible;133;IPS Panel Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.58kg;83660
730;Lenovo;ThinkPad T470s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;149900
731;Dell;Alienware 17;Gaming;173;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;32;1TB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.36kg;365940
732;MSI;GL72M 7REX;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7kg;134848
733;Lenovo;V310-15IKB (i5-7200U/4GB/1TB/No;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;No OS;1.9kg;48990
734;Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.2kg;71900
735;Dell;Inspiron 5378;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;1.71kg;64900
736;Dell;Inspiron 5567;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Linux;2.32kg;58952
737;HP;15-BW037na (A9-9420/4GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon 520;Windows 10;2.1kg;48900
738;Acer;Predator 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.2kg;193500
739;Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2.25kg;64900
740;HP;15-BW091ND (A9-9420/6GB/1TB;Notebook;156;Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;128GB SSD +  1TB HDD;AMD Radeon 520;Windows 10;2.1kg;65000
741;Acer;Extensa EX2540-58KR;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.4kg;55900
742;Lenovo;ThinkPad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;96000
743;Lenovo;V310-15IKB (i7-7500U/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;1.85kg;77900
744;HP;ZBook 15;Workstation;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD;Nvidia Quadro M2200;Windows 10;2.6kg;241900
745;Dell;Inspiron 5379;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;1.55kg;65900
746;MSI;GS63VR 7RF;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.8kg;209448
747;Acer;Aspire ES1-572;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.4kg;41080
748;Dell;Inspiron 7560;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.0kg;120700
749;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2kg;66500
750;Toshiba;Tecra X40-D-10G;Notebook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.25kg;153500
751;Lenovo;Flex 5;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.7kg;99900
752;Lenovo;Thinkpad P51s;Workstation;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7600U 2.8GHz;16;1TB SSD;Nvidia Quadro M520M;Windows 10;2.5kg;329900
753;Acer;Chromebook 14;Notebook;14;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.68kg;33000
754;Samsung;Notebook 9;Ultrabook;133;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Intel HD Graphics 620;Windows 10;0.81kg;164900
755;HP;250 G6;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.86kg;53900
757;Dell;Latitude 5480;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;112671
758;HP;Zbook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel Xeon E3-1535M v5 2.9GHz;16;256GB SSD;Nvidia Quadro M2000M;Windows 7;3kg;438900
759;Lenovo;N23 (N3060/4GB/128GB/W10);Netbook;116;Touchscreen 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;Windows 10;1.4kg;47500
760;HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.84kg;190000
761;Asus;X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce;Notebook;156;1366x768;Intel Core i5 6300HQ 2.3GHz;4;1TB HDD;Nvidia GeForce GTX 950M;No OS;2.45kg;57900
762;Lenovo;Thinkpad T460;Ultrabook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;180GB SSD;Intel HD Graphics 520;Windows 10;1.7kg;109600
763;Asus;Pro P2540UA-XO0192R;Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.37kg;84990
764;Lenovo;Yoga 900-13ISK;2 in 1 Convertible;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6260U 1.8GHz;8;256GB SSD;Intel HD Graphics 540;Windows 10;1.3kg;119900
765;HP;15-cb003na (i5-7300HQ/8GB/1TB;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;109900
766;HP;ZBook 15;Workstation;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.59kg;156100
767;Dell;Alienware 17;Gaming;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;286899
768;Acer;Aspire 3;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.1kg;59900
769;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.5kg;104800
770;Dell;Latitude 7280;Ultrabook;125;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256GB SSD;Intel HD Graphics 620;Windows 10;1.18kg;185900
771;Google;Pixelbook (Core;Ultrabook;123;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Chrome OS;1.1kg;155900
772;Asus;Zenbook UX330UA-AH5Q;Ultrabook;133;IPS Panel Quad HD+ 3200x1800;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.2kg;112900
773;Dell;Latitude 3380;Notebook;133;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.65kg;84900
774;Acer;TravelMate P238-M;Notebook;133;1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.6kg;65500
775;Asus;X751NV-TY001 (N4200/4GB/1TB/GeForce;Notebook;173;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2.8kg;47034
776;Dell;Inspiron 7559;Gaming;156;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.72kg;109900
777;Samsung;Notebook 9;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.31kg;159900
778;Acer;Aspire A315-31;Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Linux;2.1kg;29800
779;Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon R7 M445;Windows 10;2.3kg;118127
780;Samsung;Notebook 9;2 in 1 Convertible;15;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon 540;Windows 10;1.71kg;179900
781;Toshiba;Tecra A40-C-1E5;Notebook;14;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.75kg;102000
782;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.62kg;109900
783;HP;EliteBook 820;Ultrabook;125;1366x768;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1.26kg;124400
784;Asus;Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;2TB HDD;Nvidia GeForce 940MX;Windows 10;2.3kg;83900
785;Lenovo;Thinkpad P50;Notebook;156;4K Ultra HD 3840x2160;Intel Core i7 6820HQ 2.7GHz;16;512GB SSD;Nvidia Quadro M2000M;Windows 7;2.5kg;237000
786;Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.8kg;63600
787;Razer;Blade Pro;Gaming;14;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1060;Windows 10;1.95kg;289900
788;Asus;Vivobook Max;Notebook;156;1920x1080;Intel Pentium Dual Core N4200 1.1GHz;8;128GB SSD;Intel HD Graphics 505;Windows 10;2kg;58190
789;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32;1TB SSD +  1TB HDD;Nvidia GeForce GTX 1070M;Windows 10;4.42kg;358880
790;Asus;Rog G752VS-BA171T;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.3kg;235000
791;Toshiba;Tecra Z40-C-161;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Nvidia GeForce 930M;Windows 10;1.47kg;176400
792;Lenovo;IdeaPad 110-15IBR;Notebook;156;1366x768;Intel Celeron Quad Core N3710 1.6GHz;8;1TB HDD;Intel HD Graphics 405;No OS;2.2kg;32900
793;Lenovo;ThinkPad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.7kg;229900
794;MSI;GS43VR 7RE;Gaming;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.6kg;189100
795;MSI;GL62M (i5-7300HQ/8GB/1TB;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;108900
796;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;4;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;99900
797;Acer;Predator G9-793;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.2kg;229900
798;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.62kg;98500
799;Asus;FX502VM-DM560T (i7-7700HQ/8GB/1TB;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX1060;Windows 10;2.24kg;133900
800;Vero;K146 (N3350/4GB/32GB/W10);Notebook;14;1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.22kg;20290
801;Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;197000
802;Lenovo;Yoga 510-15IKB;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon R7 M460;Windows 10;2.08kg;95900
803;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8;512GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920kg;116500
804;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.42kg;233000
805;Asus;R417NA-RS01 (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.63kg;29900
806;Dell;Latitude 3580;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;81000
807;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.38kg;134900
808;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8;256GB SSD;AMD Radeon R5 M420X;Windows 10;2kg;73900
809;HP;ZBook 17;Workstation;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M2200;Windows 10;3.14kg;206490
810;Asus;Pro P2540UA-XS51;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.37kg;109900
811;Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;149900
812;Dell;XPS 15;Notebook;156;4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06kg;174900
813;Dell;Latitude 3180;Netbook;116;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;128GB SSD;Intel HD Graphics 505;Windows 10;1.63kg;74400
814;HP;EliteBook 820;Netbook;125;1366x768;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.26kg;138900
815;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;78000
816;HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;156;1366x768;AMD A12-Series 9700P 2.5GHz;8;2TB HDD;AMD Radeon R7 Graphics;Windows 10;2.04kg;62900
817;Dell;Inspiron 7567;Gaming;156;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62kg;167900
